year,dispnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
2009,4441,Moldova-Ukraine Border,Midpoint of shared (national) border,29.5903,47.0142,5,ArcGIS and cShapes,Point along a line,,61497,,,,,
2009,4483,Northern Limit Line (in Yellow Sea; Maritime DMZ Border),Midpoint of Northern Limit Line,125.143,37.1824,5,ArcGIS and EarthWorks,Point along a line,,75688,,,,,
2009,4484,Kuril Islands,Kuril Islands,150.971,47.1544,5,latlong.net,Island,,61259,,,,,
2009,4485,Russia Territorial Waters,Point along Russia territorial waters nearest to China territorial waters,130.698,42.2923,5,ArcGIS and Marine Regions,Point along a line,"Russia has numerous noncontiguous territorial waters from Europe to North Korea; Rather than attempt to code the point of territorial waters nearest the centroid of these noncontiguous waters, Russia and China's territorial waters were instead treated as noncontiguous land borders",68499,,,,,
2009,4486,South China Sea,South China Sea,114.405,15.4881,5,latlong.net,Sea,,107426,,,,,
2009,4487,China-India Border,Point along shared noncontiguous border nearest midpoint of contiguous border including neighbors,81.0301,30.2133,5,ArcGIS and cShapes,Point along a line,"China and India share three noncontiguous borders, which are broken up by Nepal and Bhutan; The included coordinates correspond to the point along the noncontiguous China-India border that is nearest to the midpoint of the Bhutan-China-India-Nepal contiguous border",85920,,,,,
2009,4504,Colombia-Ecuador Border,Midpoint of shared (national) border,-77.1538,0.343266,5,ArcGIS and cShapes,Point along a line,,129443,,,,,
2009,4505,Colombia-Venezuela Border,Midpoint of shared (national) border,-69.9777,6.80034,5,ArcGIS and cShapes,Point along a line,,120018,,,,,
2009,4542,Gaza Strip-Israel Border,Midpoint of shared (national) border,34.4123,31.4243,5,ArcGIS and GADM,Point along a line,,84546,,,,,
2009,4543,Iran-Iraq Border (Airspace),Midpoint of shared (national) border,45.6418,33.7638,5,ArcGIS and cShapes,Point along a line,,80889,,,,,
